alpha	precision	recall	pred.col
0.000722	0.055363321799308	0.941176470588235	K562_K562HiC.ABC.Score
0.000721	0.0551724137931034	0.941176470588235	K562_K562HiC.ABC.Score
0.000714	0.0549828178694158	0.941176470588235	K562_K562HiC.ABC.Score
0.000709	0.0547945205479452	0.941176470588235	K562_K562HiC.ABC.Score
0.000703	0.0546075085324232	0.941176470588235	K562_K562HiC.ABC.Score
0.000696	0.054421768707483	0.941176470588235	K562_K562HiC.ABC.Score
0.000692	0.0542372881355932	0.941176470588235	K562_K562HiC.ABC.Score
0.000688	0.0540540540540541	0.941176470588235	K562_K562HiC.ABC.Score
0.000682	0.0538720538720539	0.941176470588235	K562_K562HiC.ABC.Score
0.000677	0.0536912751677852	0.941176470588235	K562_K562HiC.ABC.Score
0.000673	0.0535117056856187	0.941176470588235	K562_K562HiC.ABC.Score
0.000671	0.0533333333333333	0.941176470588235	K562_K562HiC.ABC.Score
0.00067	0.053156146179402	0.941176470588235	K562_K562HiC.ABC.Score
0.000667	0.0529801324503311	0.941176470588235	K562_K562HiC.ABC.Score
0.000665	0.0528052805280528	0.941176470588235	K562_K562HiC.ABC.Score
0.000657	0.0524590163934426	0.941176470588235	K562_K562HiC.ABC.Score
0.000654	0.0522875816993464	0.941176470588235	K562_K562HiC.ABC.Score
0.000651	0.0521172638436482	0.941176470588235	K562_K562HiC.ABC.Score
0.000648	0.051948051948052	0.941176470588235	K562_K562HiC.ABC.Score
0.000646	0.0517799352750809	0.941176470588235	K562_K562HiC.ABC.Score
0.000645	0.0516129032258065	0.941176470588235	K562_K562HiC.ABC.Score
0.000643	0.0514469453376206	0.941176470588235	K562_K562HiC.ABC.Score
0.000637	0.0512820512820513	0.941176470588235	K562_K562HiC.ABC.Score
0.000634	0.0511182108626198	0.941176470588235	K562_K562HiC.ABC.Score
0.000631	0.0507936507936508	0.941176470588235	K562_K562HiC.ABC.Score
0.000622	0.0506329113924051	0.941176470588235	K562_K562HiC.ABC.Score
0.00062	0.0504731861198738	0.941176470588235	K562_K562HiC.ABC.Score
0.000619	0.050314465408805	0.941176470588235	K562_K562HiC.ABC.Score
0.000617	0.0501567398119122	0.941176470588235	K562_K562HiC.ABC.Score
0.000612	0.0498442367601246	0.941176470588235	K562_K562HiC.ABC.Score
0.000605	0.0495356037151703	0.941176470588235	K562_K562HiC.ABC.Score
0.000604	0.0493827160493827	0.941176470588235	K562_K562HiC.ABC.Score
0.000595	0.0492307692307692	0.941176470588235	K562_K562HiC.ABC.Score
0.000592	0.049079754601227	0.941176470588235	K562_K562HiC.ABC.Score
0.000588	0.0489296636085627	0.941176470588235	K562_K562HiC.ABC.Score
0.000585	0.0487804878048781	0.941176470588235	K562_K562HiC.ABC.Score
0.000582	0.0486322188449848	0.941176470588235	K562_K562HiC.ABC.Score
0.000573	0.0484848484848485	0.941176470588235	K562_K562HiC.ABC.Score
0.000571	0.0483383685800604	0.941176470588235	K562_K562HiC.ABC.Score
0.00057	0.0481927710843374	0.941176470588235	K562_K562HiC.ABC.Score
0.000569	0.048048048048048	0.941176470588235	K562_K562HiC.ABC.Score
0.000561	0.0479041916167665	0.941176470588235	K562_K562HiC.ABC.Score
0.00056	0.0476190476190476	0.941176470588235	K562_K562HiC.ABC.Score
0.000553	0.0474777448071217	0.941176470588235	K562_K562HiC.ABC.Score
0.000547	0.0473372781065089	0.941176470588235	K562_K562HiC.ABC.Score
0.000544	0.0471976401179941	0.941176470588235	K562_K562HiC.ABC.Score
0.000543	0.0470588235294118	0.941176470588235	K562_K562HiC.ABC.Score
0.000541	0.0469208211143695	0.941176470588235	K562_K562HiC.ABC.Score
0.000533	0.0467836257309941	0.941176470588235	K562_K562HiC.ABC.Score
0.000527	0.0465116279069767	0.941176470588235	K562_K562HiC.ABC.Score
0.000524	0.0463768115942029	0.941176470588235	K562_K562HiC.ABC.Score
0.000517	0.046242774566474	0.941176470588235	K562_K562HiC.ABC.Score
0.000511	0.0461095100864553	0.941176470588235	K562_K562HiC.ABC.Score
0.000504	0.0459770114942529	0.941176470588235	K562_K562HiC.ABC.Score
0.000503	0.0458452722063037	0.941176470588235	K562_K562HiC.ABC.Score
0.000502	0.0457142857142857	0.941176470588235	K562_K562HiC.ABC.Score
0.000494	0.0455840455840456	0.941176470588235	K562_K562HiC.ABC.Score
0.000493	0.0453257790368272	0.941176470588235	K562_K562HiC.ABC.Score
0.000488	0.0451977401129944	0.941176470588235	K562_K562HiC.ABC.Score
0.000484	0.0450704225352113	0.941176470588235	K562_K562HiC.ABC.Score
0.000479	0.0448179271708683	0.941176470588235	K562_K562HiC.ABC.Score
0.000476	0.0446927374301676	0.941176470588235	K562_K562HiC.ABC.Score
0.000474	0.0445682451253482	0.941176470588235	K562_K562HiC.ABC.Score
0.000473	0.0444444444444444	0.941176470588235	K562_K562HiC.ABC.Score
0.000468	0.0443213296398892	0.941176470588235	K562_K562HiC.ABC.Score
0.000463	0.0440771349862259	0.941176470588235	K562_K562HiC.ABC.Score
0.000454	0.043956043956044	0.941176470588235	K562_K562HiC.ABC.Score
0.000453	0.0438356164383562	0.941176470588235	K562_K562HiC.ABC.Score
0.000452	0.0437158469945355	0.941176470588235	K562_K562HiC.ABC.Score
0.000448	0.0434782608695652	0.941176470588235	K562_K562HiC.ABC.Score
0.000446	0.043360433604336	0.941176470588235	K562_K562HiC.ABC.Score
0.00044	0.0432432432432432	0.941176470588235	K562_K562HiC.ABC.Score
0.000439	0.0431266846361186	0.941176470588235	K562_K562HiC.ABC.Score
0.000438	0.043010752688172	0.941176470588235	K562_K562HiC.ABC.Score
0.000436	0.0427807486631016	0.941176470588235	K562_K562HiC.ABC.Score
0.000431	0.0426666666666667	0.941176470588235	K562_K562HiC.ABC.Score
0.00043	0.0425531914893617	0.941176470588235	K562_K562HiC.ABC.Score
0.000422	0.0424403183023873	0.941176470588235	K562_K562HiC.ABC.Score
0.000421	0.0423280423280423	0.941176470588235	K562_K562HiC.ABC.Score
0.000418	0.0422163588390501	0.941176470588235	K562_K562HiC.ABC.Score
0.000417	0.0421052631578947	0.941176470588235	K562_K562HiC.ABC.Score
0.000415	0.0418848167539267	0.941176470588235	K562_K562HiC.ABC.Score
0.000407	0.0417754569190601	0.941176470588235	K562_K562HiC.ABC.Score
0.000404	0.0416666666666667	0.941176470588235	K562_K562HiC.ABC.Score
0.000403	0.0415584415584416	0.941176470588235	K562_K562HiC.ABC.Score
0.000402	0.0414507772020725	0.941176470588235	K562_K562HiC.ABC.Score
0.000401	0.041343669250646	0.941176470588235	K562_K562HiC.ABC.Score
4e-04	0.0412371134020619	0.941176470588235	K562_K562HiC.ABC.Score
0.000394	0.0411311053984576	0.941176470588235	K562_K562HiC.ABC.Score
0.000392	0.041025641025641	0.941176470588235	K562_K562HiC.ABC.Score
0.000389	0.040920716112532	0.941176470588235	K562_K562HiC.ABC.Score
0.000385	0.0408163265306122	0.941176470588235	K562_K562HiC.ABC.Score
0.000384	0.0407124681933842	0.941176470588235	K562_K562HiC.ABC.Score
0.000379	0.0405063291139241	0.941176470588235	K562_K562HiC.ABC.Score
0.000376	0.0403022670025189	0.941176470588235	K562_K562HiC.ABC.Score
0.000375	0.0402010050251256	0.941176470588235	K562_K562HiC.ABC.Score
0.000374	0.0401002506265664	0.941176470588235	K562_K562HiC.ABC.Score
0.000373	0.04	0.941176470588235	K562_K562HiC.ABC.Score
0.000369	0.0398009950248756	0.941176470588235	K562_K562HiC.ABC.Score
0.000367	0.0395061728395062	0.941176470588235	K562_K562HiC.ABC.Score
0.000366	0.0394088669950739	0.941176470588235	K562_K562HiC.ABC.Score
0.000361	0.0393120393120393	0.941176470588235	K562_K562HiC.ABC.Score
0.000358	0.0392156862745098	0.941176470588235	K562_K562HiC.ABC.Score
0.000348	0.0390243902439024	0.941176470588235	K562_K562HiC.ABC.Score
0.000345	0.0389294403892944	0.941176470588235	K562_K562HiC.ABC.Score
